,,cam1,cam1,cam2,cam2
data_5_CL,5_CL-016-130-304,T,L,R,L
data_5_CL,5_CL-016-130-403,T,L,R,L
data_5_CL,5_CL-016-130-501,T,L,R,L
data_5_CL,5_CL-016-130-599,T,L,R,L
data_5_CL,5_CL-016-130-698,T,L,R,L
data_5_CL,5_CL-016-130-796,T,L,R,L
data_5_CL,5_CL-016-130-894,T,L,R,L
data_5_CL,5_CL-017-162-013,T,L,R,L
data_5_CL,5_CL-017-162-111,T,L,R,L
data_5_CL,5_CL-017-162-210,T,L,R,L
data_5_CL,5_CL-017-162-308,T,L,R,L
data_5_CL,5_CL-017-162-406,T,L,R,L
data_5_CL,5_CL-017-162-505,T,L,R,L
data_5_CL,5_CL-017-162-603,T,L,R,L
data_5_CL,5_CL-017-162-701,T,L,R,L
data_5_CL,5_CL-017-162-800,T,L,R,L
data_5_CL,5_CL-017-162-898,T,L,R,L
data_5_CL,5_CL-145-151-025,R,L,T,L
data_5_CL,5_CL-145-151-123,R,L,T,L
data_5_CL,5_CL-145-151-221,R,L,T,L
data_5_CR,5_CR-159-121-009_K,L,R,T,R
data_5_CR,5_CR-159-121-040_K,L,R,T,R
data_5_CR,5_CR-159-121-071_K,L,R,T,R
data_5_CR,5_CR-159-121-103,L,R,T,R
data_5_CR,5_CR-159-121-134,L,R,T,R
data_5_CR,5_CR-159-121-165,L,R,T,R
data_5_CR,5_CR-159-121-197,L,R,T,R
data_5_CR,5_CR-159-121-228,L,R,T,R
data_5_CR,5_CR-159-121-259,L,R,T,R
data_5_CR,5_CR-159-121-291,L,R,T,R
data_5_CR,5_CR-159-121-322,L,R,T,R
data_5_CR,5_CR-159-121-385,L,R,T,R
data_5_CR,5_CR-159-121-416,L,R,T,R
data_5_CR,5_CR-159-121-447,L,R,T,R
data_5_CR,5_CR-159-121-479,L,R,T,R
data_5_CR,5_CR-159-121-510,L,R,T,R
data_5_CR,5_CR-159-121-541,L,R,T,R
data_5_CR,5_CR-159-121-573,L,R,T,R
data_5_CR,5_CR-159-121-604,L,R,T,R
data_5_CR,5_CR-159-121-635,L,R,T,R
data_5_CR,5_CR-159-121-667,L,R,T,R
data_5_CR,5_CR-159-121-698,L,R,T,R
data_5_CR,5_CR-159-121-729,L,R,T,R
data_5_CR,5_CR-159-121-761,L,R,T,R
data_5_CR,5_CR-159-121-792,L,R,T,R
data_5_CR,5_CR-159-121-823,L,R,T,R
data_5_CR,5_CR-159-121-854,L,R,T,R
data_5_CR,5_CR-159-121-886,L,R,T,R
data_5_CR,5_CR-159-121-917,L,R,T,R
data_5_CR,5_CR-159-121-948,L,R,T,R
data_5_CT,5_CT-238-163-036,L,T,R,T
data_5_CT,5_CT-238-163-067,L,T,R,T
data_5_CT,5_CT-238-163-098,L,T,R,T
data_5_CT,5_CT-238-163-130_K,L,T,R,T
data_5_CT,5_CT-238-163-161_K,L,T,R,T
data_5_CT,5_CT-238-163-192_K,L,T,R,T
data_5_CT,5_CT-238-163-224,L,T,R,T
data_5_CT,5_CT-238-163-255,L,T,R,T
data_5_CT,5_CT-238-163-286,L,T,R,T
data_5_CT,5_CT-238-163-318,L,T,R,T
data_5_CT,5_CT-238-163-349,L,T,R,T
data_5_CT,5_CT-238-163-380,L,T,R,T
data_5_CT,5_CT-238-163-412,L,T,R,T
data_5_CT,5_CT-238-163-443,L,T,R,T
data_5_CT,5_CT-238-163-474,L,T,R,T
data_5_CT,5_CT-238-163-506,L,T,R,T
data_5_CT,5_CT-238-163-537,L,T,R,T
data_5_CT,5_CT-238-163-568,L,T,R,T
data_5_CT,5_CT-238-163-600,L,T,R,T
data_5_CT,5_CT-238-163-631,L,T,R,T
data_5_CT,5_CT-238-163-662,L,T,R,T
data_5_CT,5_CT-238-163-694,L,T,R,T
data_5_CT,5_CT-238-163-725,L,T,R,T
data_5_CT,5_CT-238-163-756,L,T,R,T
data_5_CT,5_CT-238-163-788,L,T,R,T
data_5_CT,5_CT-238-163-819,L,T,R,T
data_5_CT,5_CT-238-163-850,L,T,R,T
data_5_CT,5_CT-238-163-881,L,T,R,T
data_5_CT,5_CT-238-163-913,L,T,R,T
data_5_CT,5_CT-238-163-944,L,T,R,T
data_5_TL,5_TL-037-136-030,T,L,R,L
data_5_TL,5_TL-037-136-504,T,L,R,L
data_5_TL,5_TL-037-159-030,T,L,R,L
data_5_TL,5_TL-037-159-504,T,L,R,L
data_5_TL,5_TL-040-072-032,T,L,R,L
data_5_TL,5_TL-041-096-031,T,L,R,L
data_5_TL,5_TL-044-136-030,T,L,R,L
data_5_TL,5_TL-044-159-030,T,L,R,L
data_5_TL,5_TL-053-096-032,T,L,R,L
data_5_TL,5_TL-053-096-505,T,L,R,L
data_5_TL,5_TL-057-135-032,T,L,R,L
data_5_TL,5_TL-058-159-033,T,L,R,L
data_5_TL,5_TL-058-159-506_K,T,L,R,L
data_5_TL,5_TL-065-135-033,T,L,R,L
data_5_TL,5_TL-065-135-506,T,L,R,L
data_5_TL,5_TL-065-158-033,T,L,R,L
data_5_TL,5_TL-065-158-506,T,L,R,L
data_5_TL,5_TL-117-094-031,T,L,R,L
data_5_TL,5_TL-117-094-504_K,T,L,R,L
data_5_TL,5_TL-119-118-031_K,T,L,R,L
data_5_TL,5_TL-128-093-031,T,L,R,L
data_5_TL,5_TL-128-093-504,T,L,R,L
data_5_TL,5_TL-128-117-031,T,L,R,L
data_5_TL,5_TL-128-117-505,T,L,R,L
data_5_TL,5_TL-306-115-032,T,L,R,L
data_5_TL,5_TL-306-115-505,T,L,R,L
data_5_TL,5_TL-307-138-032,T,L,R,L
data_5_TL,5_TL-315-114-033,T,L,R,L
data_5_TL,5_TL-315-114-506,T,L,R,L
data_5_TL,5_TL-315-138-032,T,L,R,L
data_5_TL,5_TL-315-138-505,T,L,R,L
data_5_TR,5_TR-202-131-025,T,R,L,R
data_5_TR,5_TR-202-131-056,T,R,L,R
data_5_TR,5_TR-202-131-087,T,R,L,R
data_5_TR,5_TR-202-131-119,T,R,L,R
data_5_TR,5_TR-202-131-150,T,R,L,R
data_5_TR,5_TR-202-131-181,T,R,L,R
data_5_TR,5_TR-202-131-213,T,R,L,R
data_5_TR,5_TR-202-131-244,T,R,L,R
data_5_TR,5_TR-202-131-275,T,R,L,R
data_5_TR,5_TR-202-131-307,T,R,L,R
data_5_TR,5_TR-202-131-338,T,R,L,R
data_5_TR,5_TR-202-131-369,T,R,L,R
data_5_TR,5_TR-202-131-401,T,R,L,R
data_5_TR,5_TR-202-131-432,T,R,L,R
data_5_TR,5_TR-202-131-463,T,R,L,R
data_5_TR,5_TR-202-131-495,T,R,L,R
data_5_TR,5_TR-202-131-526,T,R,L,R
data_5_TR,5_TR-202-131-557,T,R,L,R
data_5_TR,5_TR-202-131-589,T,R,L,R
data_5_TR,5_TR-202-131-620,T,R,L,R
data_5_TR,5_TR-202-131-651,T,R,L,R
data_5_TR,5_TR-202-131-683,T,R,L,R
data_5_TR,5_TR-202-131-714,T,R,L,R
data_5_TR,5_TR-202-131-745,T,R,L,R
data_5_TR,5_TR-202-131-777,T,R,L,R
data_5_TR,5_TR-202-131-808_K,T,R,L,R
data_5_TR,5_TR-202-131-839_K,T,R,L,R
data_5_TR,5_TR-202-131-871_K,T,R,L,R
data_5_TR,5_TR-202-131-902,T,R,L,R
data_5_TR,5_TR-202-131-947,T,R,L,R
data_5_TR,5_TR-202-131-978,T,R,L,R
data_5_TT,5_TT-276-178-037,R,T,L,T
data_5_TT,5_TT-276-178-068,R,T,L,T
data_5_TT,5_TT-276-178-099,R,T,L,T
data_5_TT,5_TT-276-178-130,R,T,L,T
data_5_TT,5_TT-276-178-162,R,T,L,T
data_5_TT,5_TT-276-178-193,R,T,L,T
data_5_TT,5_TT-276-178-224,R,T,L,T
data_5_TT,5_TT-276-178-256,R,T,L,T
data_5_TT,5_TT-276-178-287,R,T,L,T
data_5_TT,5_TT-276-178-318,R,T,L,T
data_5_TT,5_TT-276-178-350,R,T,L,T
data_5_TT,5_TT-276-178-381,R,T,L,T
data_5_TT,5_TT-276-178-412,R,T,L,T
data_5_TT,5_TT-276-178-443,R,T,L,T
data_5_TT,5_TT-276-178-475,R,T,L,T
data_5_TT,5_TT-276-178-506,R,T,L,T
data_5_TT,5_TT-276-178-537,R,T,L,T
data_5_TT,5_TT-276-178-569,R,T,L,T
data_5_TT,5_TT-276-178-600,R,T,L,T
data_5_TT,5_TT-276-178-631,R,T,L,T
data_5_TT,5_TT-276-178-663,R,T,L,T
data_5_TT,5_TT-276-178-694,R,T,L,T
data_5_TT,5_TT-276-178-725,R,T,L,T
data_5_TT,5_TT-276-178-756,R,T,L,T
data_5_TT,5_TT-276-178-788,R,T,L,T
data_5_TT,5_TT-276-178-819_K,R,T,L,T
data_5_TT,5_TT-276-178-850_K,R,T,L,T
data_5_TT,5_TT-276-178-882_K,R,T,L,T
data_5_TT,5_TT-276-178-913,R,T,L,T
data_5_TT,5_TT-276-178-944,R,T,L,T
data_5_TT,5_TT-276-178-976,R,T,L,T
data_5_sLR,5_sLR-336-109-020,L,R,L,R
data_5_sLR,5_sLR-336-109-152,L,R,L,R
data_5_sLR,5_sLR-336-109-284,L,R,L,R
data_5_sLR,5_sLR-336-109-417,L,R,L,R
data_5_sLR,5_sLR-336-109-549,L,R,L,R
data_5_sLR,5_sLR-336-109-724,L,R,L,R
data_5_sLR,5_sLR-336-109-856,L,R,L,R
data_5_sLR,5_sLR-341-161-020,L,R,L,R
data_5_sLR,5_sLR-341-161-152_K,L,R,L,R
data_5_sLR,5_sLR-341-161-284_K,L,R,L,R
data_5_sLR,5_sLR-341-161-417_K,L,R,L,R
data_5_sLR,5_sLR-341-161-549,L,R,L,R
data_5_sLR,5_sLR-341-161-724,L,R,L,R
data_5_sLR,5_sLR-341-161-856,L,R,L,R
data_5_sLR,5_sLR-343-108-019,L,R,L,R
data_5_sLR,5_sLR-343-108-151,L,R,L,R
data_5_sLR,5_sLR-343-108-284,L,R,L,R
data_5_sLR,5_sLR-343-108-416,L,R,L,R
data_5_sLR,5_sLR-343-108-548,L,R,L,R
data_5_sLR,5_sLR-343-108-723,L,R,L,R
data_5_sLR,5_sLR-343-108-855,L,R,L,R
data_5_sLR,5_sLR-345-159-019,L,R,L,R
data_5_sLR,5_sLR-345-159-151,L,R,L,R
data_5_sLR,5_sLR-345-159-284,L,R,L,R
data_5_sLR,5_sLR-345-159-416,L,R,L,R
data_5_sLR,5_sLR-345-159-548,L,R,L,R
data_5_sLR,5_sLR-345-159-723,L,R,L,R
data_5_sLR,5_sLR-345-159-855,L,R,L,R
data_5_sLT,5_sLT-090-126-011,L,T,L,T
data_5_sLT,5_sLT-090-126-171,L,T,L,T
data_5_sLT,5_sLT-090-126-303,L,T,L,T
data_5_sLT,5_sLT-090-126-436,L,T,L,T
data_5_sLT,5_sLT-090-126-568,L,T,L,T
data_5_sLT,5_sLT-090-126-700,L,T,L,T
data_5_sLT,5_sLT-090-126-833,L,T,L,T
data_5_sLT,5_sLT-090-138-002,L,T,L,T
data_5_sLT,5_sLT-090-138-162,L,T,L,T
data_5_sLT,5_sLT-090-138-294,L,T,L,T
data_5_sLT,5_sLT-090-138-427,L,T,L,T
data_5_sLT,5_sLT-090-138-559,L,T,L,T
data_5_sLT,5_sLT-090-138-691,L,T,L,T
data_5_sLT,5_sLT-090-138-824,L,T,L,T
data_5_sLT,5_sLT-090-150-009,L,T,L,T
data_5_sLT,5_sLT-090-150-169,L,T,L,T
data_5_sLT,5_sLT-090-150-301,L,T,L,T
data_5_sLT,5_sLT-090-150-434,L,T,L,T
data_5_sLT,5_sLT-090-150-566,L,T,L,T
data_5_sLT,5_sLT-090-150-698,L,T,L,T
data_5_sLT,5_sLT-090-150-831,L,T,L,T
data_5_sLT,5_sLT-090-162-162,L,T,L,T
data_5_sLT,5_sLT-090-162-294_K,L,T,L,T
data_5_sLT,5_sLT-090-162-427_K,L,T,L,T
data_5_sLT,5_sLT-090-162-559_K,L,T,L,T
data_5_sLT,5_sLT-090-162-691_K,L,T,L,T
data_5_sLT,5_sLT-090-162-824,L,T,L,T
data_5_sRL,5_sRL-084-078-056,R,L,R,L
data_5_sRL,5_sRL-084-078-213,R,L,R,L
data_5_sRL,5_sRL-084-078-266,R,L,R,L
data_5_sRL,5_sRL-084-078-318,R,L,R,L
data_5_sRL,5_sRL-084-078-370,R,L,R,L
data_5_sRL,5_sRL-084-078-423,R,L,R,L
data_5_sRL,5_sRL-084-078-475,R,L,R,L
data_5_sRL,5_sRL-084-078-527,R,L,R,L
data_5_sRL,5_sRL-084-078-580,R,L,R,L
data_5_sRL,5_sRL-084-078-632,R,L,R,L
data_5_sRL,5_sRL-084-078-684_K,R,L,R,L
data_5_sRL,5_sRL-084-078-737_K,R,L,R,L
data_5_sRL,5_sRL-084-078-789_K,R,L,R,L
data_5_sRL,5_sRL-084-078-841,R,L,R,L
data_5_sRL,5_sRL-084-078-894,R,L,R,L
data_5_sRL,5_sRL-084-078-946,R,L,R,L
data_5_sRL,5_sRL-093-078-054,R,L,R,L
data_5_sRL,5_sRL-093-078-211,R,L,R,L
data_5_sRL,5_sRL-093-078-263,R,L,R,L
data_5_sRL,5_sRL-093-078-316,R,L,R,L
data_5_sRL,5_sRL-093-078-420,R,L,R,L
data_5_sRL,5_sRL-093-078-525,R,L,R,L
data_5_sRL,5_sRL-093-078-577,R,L,R,L
data_5_sRL,5_sRL-093-078-629,R,L,R,L
data_5_sRL,5_sRL-093-078-682,R,L,R,L
data_5_sRL,5_sRL-093-078-734,R,L,R,L
data_5_sRL,5_sRL-093-078-786,R,L,R,L
data_5_sRL,5_sRL-093-078-839,R,L,R,L
data_5_sRL,5_sRL-093-078-891,R,L,R,L
data_5_sRL,5_sRL-093-078-943,R,L,R,L
data_5_sRT,5_sRT-237-105-536,T,R,T,R
data_5_sRT,5_sRT-237-105-546,T,R,T,R
data_5_sRT,5_sRT-237-105-556,T,R,T,R
data_5_sRT,5_sRT-237-105-609,T,R,T,R
data_5_sRT,5_sRT-237-105-619,T,R,T,R
data_5_sRT,5_sRT-237-105-630,T,R,T,R
data_5_sRT,5_sRT-237-105-640,T,R,T,R
data_5_sRT,5_sRT-237-105-650,T,R,T,R
data_5_sRT,5_sRT-237-105-661,T,R,T,R
data_5_sRT,5_sRT-237-105-671,T,R,T,R
data_5_sRT,5_sRT-237-105-681,T,R,T,R
data_5_sRT,5_sRT-237-105-692,T,R,T,R
data_5_sRT,5_sRT-237-105-702,T,R,T,R
data_5_sRT,5_sRT-237-105-712,T,R,T,R
data_5_sRT,5_sRT-237-105-723,T,R,T,R
data_5_sRT,5_sRT-237-105-733,T,R,T,R
data_5_sRT,5_sRT-237-105-743,T,R,T,R
data_5_sRT,5_sRT-237-105-754,T,R,T,R
data_5_sRT,5_sRT-237-105-764,T,R,T,R
data_5_sRT,5_sRT-237-105-774,T,R,T,R
data_5_sRT,5_sRT-237-105-785,T,R,T,R
data_5_sRT,5_sRT-237-105-795,T,R,T,R
data_5_sRT,5_sRT-237-105-805,T,R,T,R
data_5_sRT,5_sRT-237-105-816,T,R,T,R
data_5_sRT,5_sRT-237-105-826_K,T,R,T,R
data_5_sRT,5_sRT-237-105-836_K,T,R,T,R
data_5_sRT,5_sRT-237-105-847_K,T,R,T,R
data_5_sRT,5_sRT-237-105-857,T,R,T,R
data_5_sRT,5_sRT-237-105-867,T,R,T,R
data_5_sRT,5_sRT-237-105-878,T,R,T,R
data_5_sTL,5_sTL-125-161-052,T,L,T,L
data_5_sTL,5_sTL-125-161-104,T,L,T,L
data_5_sTL,5_sTL-125-161-156,T,L,T,L
data_5_sTL,5_sTL-125-161-208,T,L,T,L
data_5_sTL,5_sTL-125-161-261,T,L,T,L
data_5_sTL,5_sTL-125-161-313,T,L,T,L
data_5_sTL,5_sTL-125-161-365,T,L,T,L
data_5_sTL,5_sTL-125-161-418,T,L,T,L
data_5_sTL,5_sTL-125-161-470,T,L,T,L
data_5_sTL,5_sTL-125-161-522,T,L,T,L
data_5_sTL,5_sTL-125-161-575,T,L,T,L
data_5_sTL,5_sTL-125-161-627,T,L,T,L
data_5_sTL,5_sTL-125-161-679,T,L,T,L
data_5_sTL,5_sTL-125-161-731_K,T,L,T,L
data_5_sTL,5_sTL-125-161-784,T,L,T,L
data_5_sTL,5_sTL-125-161-836,T,L,T,L
data_5_sTL,5_sTL-125-161-888,T,L,T,L
data_5_sTL,5_sTL-125-161-941,T,L,T,L
data_5_sTL,5_sTL-127-150-053,T,L,T,L
data_5_sTL,5_sTL-127-150-105,T,L,T,L
data_5_sTL,5_sTL-127-150-157,T,L,T,L
data_5_sTL,5_sTL-127-150-210,T,L,T,L
data_5_sTL,5_sTL-127-150-262,T,L,T,L
data_5_sTL,5_sTL-127-150-314,T,L,T,L
data_5_sTL,5_sTL-127-150-366,T,L,T,L
data_5_sTL,5_sTL-127-150-419_K,T,L,T,L
data_5_sTL,5_sTL-127-150-471_K,T,L,T,L
data_5_sTL,5_sTL-127-150-523_K,T,L,T,L
data_5_sTL,5_sTL-127-150-576,T,L,T,L
data_5_sTL,5_sTL-127-150-628,T,L,T,L
data_5_sTL,5_sTL-127-150-680,T,L,T,L
data_5_sTR,5_sTR-237-105-031,R,T,R,T
data_5_sTR,5_sTR-237-105-041,R,T,R,T
data_5_sTR,5_sTR-237-105-052,R,T,R,T
data_5_sTR,5_sTR-237-105-062,R,T,R,T
data_5_sTR,5_sTR-237-105-115,R,T,R,T
data_5_sTR,5_sTR-237-105-125,R,T,R,T
data_5_sTR,5_sTR-237-105-135,R,T,R,T
data_5_sTR,5_sTR-237-105-146,R,T,R,T
data_5_sTR,5_sTR-237-105-156,R,T,R,T
data_5_sTR,5_sTR-237-105-166,R,T,R,T
data_5_sTR,5_sTR-237-105-177,R,T,R,T
data_5_sTR,5_sTR-237-105-187,R,T,R,T
data_5_sTR,5_sTR-237-105-197,R,T,R,T
data_5_sTR,5_sTR-237-105-208,R,T,R,T
data_5_sTR,5_sTR-237-105-218,R,T,R,T
data_5_sTR,5_sTR-237-105-228,R,T,R,T
data_5_sTR,5_sTR-237-105-239,R,T,R,T
data_5_sTR,5_sTR-237-105-249,R,T,R,T
data_5_sTR,5_sTR-237-105-259,R,T,R,T
data_5_sTR,5_sTR-237-105-270,R,T,R,T
data_5_sTR,5_sTR-237-105-280,R,T,R,T
data_5_sTR,5_sTR-237-105-290,R,T,R,T
data_5_sTR,5_sTR-237-105-301,R,T,R,T
data_5_sTR,5_sTR-237-105-311,R,T,R,T
data_5_sTR,5_sTR-237-105-321_K,R,T,R,T
data_5_sTR,5_sTR-237-105-332_K,R,T,R,T
data_5_sTR,5_sTR-237-105-342_K,R,T,R,T
data_5_sTR,5_sTR-237-105-352,R,T,R,T
data_5_sTR,5_sTR-237-105-363,R,T,R,T
data_5_sTR,5_sTR-237-105-373,R,T,R,T
data_Data_Creep_2025,2_CL-029-166-217_K,T,L,R,L
data_Data_Creep_2025,2_CL-029-166-316_K,T,L,R,L
data_Data_Creep_2025,2_CL-029-166-414_K,T,L,R,L
data_Data_Creep_2025,3_CL-318-120-126_K,T,L,R,L
data_Data_Creep_2025,3_CL-318-120-225_K,T,L,R,L
data_Data_Creep_2025,3_CL-318-120-323_K,T,L,R,L
data_Data_Creep_2025,3_CR-281-100-258_K,T,R,L,R
data_Data_Creep_2025,3_CR-281-100-290_K,T,R,L,R
data_Data_Creep_2025,3_CR-281-100-321_K,T,R,L,R
data_Data_Creep_2025,3_CT-314-176-857_K,R,T,L,T
data_Data_Creep_2025,3_CT-314-176-888_K,R,T,L,T
data_Data_Creep_2025,3_CT-314-176-920_K,R,T,L,T
data_Data_Creep_2025,3_CT-314-176-951_K,R,T,L,T
data_Data_Creep_2025,3_CT-314-176-982_K,R,T,L,T
data_Data_Creep_2025,4_CL-014-169-421_K,T,L,R,L
data_Data_Creep_2025,4_CL-014-169-520_K,T,L,R,L
data_Data_Creep_2025,4_CL-014-169-618_K,T,L,R,L
data_Data_Creep_2025,5_CL-145-151-320_K,T,L,R,L
data_Data_Creep_2025,5_CL-145-151-418_K,T,L,R,L
data_Data_Creep_2025,5_CL-145-151-910_K,T,L,R,L
